id_e,event_type,event_timestamp,prop_source,prop_medium,prop_article_content,prop_interaction_type
828c3f683e7155690de4925f71060175dd8437b41589bd021fa98a9d2787ac4f,social_share,1703886160,direct,email,tutorial,read
,,1700777380,direct,,opinion,share
ff1b34dcd70eed647135a778f2dac9ec02e333e58fc7d983dd913d74c0624dd2,video_play,1701289960,direct,,,share
b799a4878b29235758b3fe074c6d3740892997929fd23b98441f905543f47a31,video_play,1705397380,direct,referral,opinion,
,form_submit,1701481540,direct,cpc,,read
d31cd556c672d4a3a6d7fa74f1b4ca94c4059b3936df54a63a6bcf469eb1f542,page_view,1706776180,email_campaign,email,news,like
895fe7770a5e1bf016c35f9d3881e363c763336b0db894800725c1db507b5afe,click,1700867740,,email,review,share
4724d237e1df2ffb4e950c6dc91bd4487d5ff6540e2e2ccff354fa8e10fb0f37,click,1705832740,search_engine,email,review,
bdef3779e9c37b42e47d66570bc1bb9b18e923b660233fa3f532f7a5236ec221,click,1705129000,,referral,opinion,comment
e4cb701191ebe827e428e4bf32a5c88e1cba0d9ce3124b0a4a31972e0aa355d7,video_play,1704462880,search_engine,organic,tutorial,share
cd2935f9eebdf0331c20da74418dc4137b8e702e73284a5cbf3d7731bd5d548b,click,1704871420,social_media,email,,
1b689f2691024abd56c70dd88f250c4c64c0d847155478423cdeb744b5785317,video_play,1702600780,,email,review,comment
,click,1703449300,direct,email,tutorial,
87caf2e607652f9ac7ed60e494e7d855954174c61dc6b13ad66cd5555d5e2b8a,social_share,1701070180,,email,,like
871fd30ba6a9170d55bd47daaa6877fcbc73bae4dba9e4ba64da6169ec9b7eba,form_submit,1704332560,,,opinion,share
f053bf0867fc57c85c8c3a131948b3c89c64104134c984a4f97950c9c3a6726e,page_view,1702372360,social_media,cpc,review,share
988943b11c4fde81e88118899d41fb880033a30ab85882f60293e3a6337707ef,video_play,1700637040,social_media,organic,review,
19a230fd78ebaa050a55b9708bc20ec28876a5a210f98b8ff9fe25e4a6da7201,click,1700435860,,email,,like
198c10b6a1ba116c70d9e0d700bba9e9020791ac3481e20e3cecfd9422f090c9,video_play,1701947860,social_media,email,news,
334e0453dfa53a593296fee6589c1d2c57b231f29c2d53622cf0978d2a742970,click,1702915660,,,news,read
9bd31b74b3d387a95e793b6b52bf9fca6bce8998d6e746e435467c1015c64853,social_share,1703413540,email_campaign,email,news,read
fbbb8c81811549b1b5bd6c966631f7dc08f01d2faf16f5910f973a4ecca9b676,page_view,1706252860,direct,referral,news,read
81ddd489376a8a8fa05a0947b140980d1c472adccf8f61e9bcaad4e45b0b9c7a,social_share,1700963260,direct,organic,opinion,share
af9e9a27ee537c0d7ffbe82aadf5f3af6f27304afa5c7081ae1813e65becd291,page_view,1701315820,,cpc,,
8bdecd1fe9ff33a35d80401184377525bb5cec916d881a6b296e17e11a84fb2a,form_submit,1699282420,,referral,review,
45f1bf35fafc6ba5a7783739ea05d60570b762ce8327af3b4e4a699afb4ecab0,page_view,1700083660,email_campaign,email,tutorial,read
453762b53af4fcd1712ddb10492e742ea673c3adcb228937cb00ee8cedc6bd5e,page_view,1706765080,social_media,organic,news,read
e7d1fe71a0cb26577e191057b9e65209c9a1e7483544c022f640dc0c65f2bea0,video_play,1706535820,social_media,,tutorial,like
a9f760367dc61d847ebdfd7c34a77de4fcac3ee3d2347c7b7693d45250acdae8,social_share,1706370280,search_engine,referral,,share
cb32da6e77db1d8750ac50de940db469e69e2435f252fba8c3aa95b7b009a235,click,1703731900,direct,organic,opinion,share
6b798b4a5e8805cda581c56e012f516089d47607c74ca0ab8a770d002756f87d,form_submit,1699719760,social_media,email,,share
7506edd24400291a9fab2ce775b1ca966288464baa18179b5aa4a3ef42590368,video_play,1704846040,social_media,email,review,
33af8d411b4d5341cfea0679a7f263fce6db3cadfc694ab70d15b178a518b59b,form_submit,1700266780,social_media,cpc,opinion,
65cb31ea8bb8a5722a3b55e2f06f17ba2b58ec51b63be70a31fbd75ddd181ae2,page_view,1706252080,email_campaign,organic,opinion,comment
a187a0437d42d8cb621f5a63cc931a74322acd5d7bb0b25e02a72316e9cab150,video_play,1702280560,search_engine,organic,,read
861174d86e6eb955306ddd64be3299b0200eea4bfede33ee32362cd16230e6f2,video_play,,social_media,,news,
9f5e01fa14e3a610a07e56074a544eed104baeed75c9b4010e0c281de69cbb4b,form_submit,1700159440,search_engine,,opinion,like
fa0810713f386e74f75eeb0e235577a30bdc5b5303a2d8aab91b52b49da5962d,social_share,1705137700,social_media,,news,
c057f8a17dd172d9c19e34c085726b0b928e8a245eabd9767bcba9597c1d2e47,form_submit,1703623540,social_media,referral,tutorial,share
bc5f8559752c5fcbf39d826bd6dec2f2f1f4f4523c10126f5f96205b7450ab9d,page_view,1706507440,email_campaign,cpc,opinion,read
c8f72c32b8e7410c7a52cd5003386a2c20be9943dc14e1cc07f9e97302be7da2,click,1703665300,email_campaign,referral,review,
,,1700836060,email_campaign,referral,,like
0f45b8defa269cdd2d53f915b1695dcc33fb1e261aec02fc44e4b3fd1ddc9f31,video_play,1699607800,search_engine,cpc,review,
ced03beb92d58a44983383ef3512f95408abd10e3152e2b3b146b5b4e2847431,form_submit,1702596940,social_media,referral,opinion,
fa5d5678f908342ffb52d4b85b3dea5ad06310662446b7c07eed718b2318f38b,page_view,1703398420,social_media,email,news,like
4cd1fbf0e2039776c66c662321eec48e7d2036cafb9a762edefe355b223e7c28,page_view,1703599900,search_engine,email,news,
ee409282822e5dae1062ae5cf7fec79173118b352975f4380fe6dd330385a439,social_share,1700918380,social_media,organic,,comment
396f1078fa0ceaf3ad02f5560f203774792aa46ce0e92fe8e0429869f2d728a6,page_view,,social_media,organic,review,like
d230d2ffeacd4eb825b6760ab35b04c3bedc704dff6c0ca3c2bc0e6fa7896433,social_share,1702004500,,referral,opinion,
2a0ee113917bd85b2b4925e0bf64935cbc75de67f8662291f579e2abf1a4291b,page_view,1706919760,search_engine,referral,tutorial,read
37585294e26bb9edb7de37394e7d64cd68530698ecfa7ad0cd96363905f04562,form_submit,1701717160,search_engine,email,review,comment
d6ae7117ac9ac00c695cfbe6836306d4d1f674b4d75c6bc6e6ccfc50d61ff2af,social_share,1699968040,search_engine,organic,,
bbdfad8d3ccc33abe686d437da4e43915c063fdc5e62c9a41f8711194058c7e5,page_view,1700504860,email_campaign,referral,news,like
,social_share,1699385680,search_engine,referral,tutorial,like
b3bc3068752c1b6180b069fbd0c8cc1e084a41257261ed778241ada5503c8b63,social_share,1706806420,,referral,tutorial,
955c00159385ecd46f4d022cab8e94e314642ccac08f03f0ce026d4bba2350a2,video_play,1702591360,social_media,cpc,news,share
508c810185735f64f361e24738f3cdd48a2bd447499b64640648d91fb152fbdc,form_submit,1704694060,social_media,email,opinion,read
1edb1738f1fc13e5052bbbf8237a89771a061a669ce7ce5f0325df8b0a3572cc,click,1702606000,,,review,
2697c19e1d39dbb11e1d97c42868907b40612939e33400bb0a282738b2e9dc56,social_share,1706895100,social_media,organic,opinion,read
,click,1699340560,email_campaign,,review,like
a6ce275a8e324e8f330ffa8b800174237f7370d97a84960f15a38ab8736b897a,click,1704486520,email_campaign,,,like
62b4e81d7cf12525679a132ec2583d32fbbb61e916b88e56e2775e82772d0a57,form_submit,1700941720,email_campaign,organic,opinion,comment
fd3f9db7515d59cb59a52ef28b8fc63f8591e0b848aaa8f22091c2621921dcb6,social_share,1706069800,social_media,cpc,opinion,read
fdf507f6bd7dd10fcdac8a98fbcfce25e2af189a161ccf9429cc1f548d9961b8,video_play,1702053280,search_engine,,,
5e9fd9da8b3ced03b1f09a5c6863ce3206817c36839a62a7edb31be22609b77f,video_play,,social_media,organic,tutorial,like
12a0b0091cc19b9aca75463c2d67e05109b946ce4f5c6bb34e6e35b32fd3a0d1,social_share,1703456920,direct,,,
ed3e9461f04ac7e1f6cec2cb75543a44b0973a457fd73a7844a3db11338897a3,form_submit,1699963960,social_media,cpc,news,share
d541ccec887a87b8be9b5e04d8eadd85aef02d6b86ca08994fb9bafea075b513,page_view,1703923540,,organic,,read
18b9bc605209718c59298cefd09923729ac27dc57af8504c10d892634aaaaf1c,page_view,,search_engine,email,opinion,read
2a44afe001292233f449fb09d0ba7b04e8e3541224f8aeb83a9b1a31ed8bfe99,form_submit,1700427520,social_media,organic,tutorial,like
208b3ae7293e85b1387788d748026b866c432e03062db2e664752ac01169ba01,video_play,1706350420,social_media,email,review,share
8b9e077968915391e73a68a7238d4ec278f454f69f55b6241da4f8ca1d70854b,page_view,1703879200,search_engine,organic,opinion,
1cbbca5a9af67c60bfb25afe79550fbbeff97df8e29f00947b46a5e9d786bdb7,form_submit,1704388960,,organic,opinion,like
24aa1d98f9c3a11a3c715d23a4190abd0d577a59db63fa85560569c87bdbb782,page_view,1704952900,direct,email,news,comment
187357752222d67301e44aac69bf3dd2fa7e246ee340b06705682988aa482b6d,click,1705385620,email_campaign,organic,opinion,comment
24b4d4914c47e26a79c39f5cf70b8a5e381bd518cb7be8021bcf372544b93402,video_play,,direct,organic,tutorial,read
,click,1701997300,search_engine,,review,
f1187625d4a9b7df4d74d6131cc1457fc1fad15d3091becab8f209c2357fc5fb,video_play,1703657020,,cpc,news,comment
a1382ea50a9b8b0113a964ea2cf443e7aeb90901655271e6bc1e1657ca0cde47,page_view,1704228400,social_media,cpc,review,
a126463a35b3f7c210acf3b316b5d2e542c47d42c8ee021c51e0dabff7c90157,video_play,1702174540,search_engine,,news,
,form_submit,1702069120,,email,opinion,
976adbc52437e2839931019fc08902eb30685548bf9195be3d47ff063fff108a,click,1704949420,email_campaign,referral,tutorial,
8d89643dff08f4fb0608e6a0520490002ac42dac50911d5d253ddd5df2132102,click,1701490720,email_campaign,cpc,tutorial,like
cbaa63a24a9345c39031b68a7d341aca25c6eef8d4c18bebc8db605ec0ec5287,video_play,1705835140,email_campaign,referral,,read
,page_view,1702833220,social_media,,tutorial,read
74f230cbced399ab03f3fd3293913ee2f11593dad270799bab9574375609ff5a,click,1705851940,direct,referral,news,like
1f4883eee5f23a79e12638a6e7b42cd1017ff765991ac53ef313d54ee2092275,form_submit,1703414980,search_engine,email,news,share
41e3e9fa4bf7dafc095c67729491beac66931b4b40e26c1a81fed7286e138703,social_share,1702328260,,cpc,tutorial,share
ca87a07a28f9c7c9dae4c94ce0880f27a5477448a4437e57989a16d9770f1520,video_play,1703434000,email_campaign,email,,comment
5e2e863d672018bd24686e5b0c537bac8c828ae64958286eead9d4ce4eb59901,click,1701403120,search_engine,referral,opinion,share
3c1cf3960d34a63abe478d56c218f2d0e1f7b65b8bf96d14adb1057962c801dc,click,1704497020,search_engine,cpc,review,
6ff1519ee3415e76fed566464ab94ffe219612ee0e0556e1006dd61b18ede71e,video_play,1701378100,search_engine,referral,review,share
e4b2866938e5228aad1c0bfcd5eb1ec408318077fe143c1afa9d5cc2d22a53cb,form_submit,1699167640,social_media,cpc,opinion,like
2ed160212c61dc08a92e70e121f19e8f175557daf140f854fb762051db0e3620,social_share,1702078180,email_campaign,referral,opinion,
8a4af95a3b1193910cf73dee253edfabfb58389244076b368f7c77cc2fecca4a,video_play,1704192340,email_campaign,organic,,read
35f75995a20a4aef33aae4d19a5766e35b7afd4ef55caeaed3e83c9059213fa5,social_share,1702348780,search_engine,organic,review,
7bb6a36edea009282c85b0537d6bc94497067b36007757966b1b77b8b9aa356a,form_submit,1703232760,search_engine,organic,tutorial,
be2019fd3ba4d195c317860836b5ffa6bdab49599991a4712e6237a4fc66d293,page_view,1703511880,social_media,cpc,opinion,like
596fe96912161e0ec02cc14e8a16e671bd1074e8faca9bac9241ae7ce8e55d11,form_submit,1701220240,email_campaign,referral,tutorial,like
98aef4339cd83b345673f051cb64abd6a34ef7fc05b21b57320ab062eb7755a1,social_share,1705998520,email_campaign,organic,tutorial,share
e868b0478a083c285b6943199764f2ead94ac2b3fb04d961dc5f3fc851cdce76,page_view,1700066080,,cpc,opinion,share
b8f318cec639ec60ac8d1814e5d3083e5f2fd38e772c01f9fa63df6e25541a39,social_share,1704669880,,,opinion,read
6bd72037b0aa89daf001adf3a712144cf41364772a4d6e35d61eb14e1626ee27,form_submit,1705587280,direct,email,tutorial,
a875e0aa182e1cc856e3b9c2e69c2b9e8c79d510bd45d91bb24ffcf969eaa015,form_submit,1706937820,direct,referral,tutorial,share
01a27f1e5149e0032c6610fe3b34018c0c665868df6d849dc7adc7ced6f4672a,page_view,1701495820,email_campaign,cpc,,like
c98a40f12d8d2b55a1aa36dc5c9eddabde7123854ca4ff98545a9f24ff23942a,form_submit,1699982980,search_engine,,,like
bc65d70cefb2a4f35d9583fb7203bd3565cda6f3d32dd86b7eedc24f50e9be88,video_play,1706455600,,email,review,
5a1ca1e2525c869c25b667c72342dedb1919b4a6dd4681c9cb1eb70d7e314648,click,1700135140,search_engine,email,tutorial,
db873206190ad8b76138154fd5438e4a537676585fe71803d49a50aa0644367b,form_submit,1704919780,search_engine,cpc,tutorial,comment
990a4392c5a7bffa5a2a012ecf3ef8ab1a82f76d1b033c6361a1947fa3527117,form_submit,1705613200,,email,news,
e3aeb1479cd653aa287ac79523270f7a17769423adda9d3a7135d658f7462cfe,social_share,1705527400,email_campaign,referral,,comment
4b985f8f05c7259f21e093bb3d032256bd857b6ca46921c61878c08b4e396e01,form_submit,1705638640,,organic,opinion,read
74f589e541561e2dd4eb9be5161f972b440a920ef6e576c12344076daaa151fd,click,1702443820,,cpc,tutorial,
bed4ee963eb2b6a22ae84baa8376d808dff3461e6ca9cc823ec0aec1dc4d5cb6,video_play,1704019060,direct,,review,like
613c67631a44272e627f37cfe79cebe30d82ba16c86a3a3005c3028fa0970c3e,click,1701738280,,organic,review,comment
792e0cd080f65fec9a38fd21292d042dba49ff01fd9458a8ae28a40683904817,click,1702397620,search_engine,cpc,opinion,
61df0872ae395abd917d48e19c850dc7a3f0035921fc81e6a50aaaf91e9febac,social_share,1706396440,,cpc,review,comment
9ac56fd2e910391257d3e681a16c65151811add7459743f7f423192776e57ead,form_submit,1699874800,search_engine,referral,opinion,share
c7daae8e355836f7ac6bdd39272ba4cf470227e6d24f9543ba8166d3380e23c7,form_submit,1706362120,email_campaign,cpc,opinion,
6e84a581f2e97c04cdd113691c4aeabb16859d170e1ac4f0ed1138e00b2c2fe7,click,1700171680,search_engine,cpc,,read
0eea845e4c099475e233183be246d0f3c9ebf43e8f8347a3cb8867a94ac5ac2e,form_submit,1700073520,email_campaign,cpc,opinion,comment
eae301d712e4393374ee6c662762e08a93209b5644b102b52b079241e42fefce,video_play,1702642840,search_engine,cpc,opinion,like
c0f2a197123c6cdaa322b08b790257862981ca6985e2bbcaef8739c8c1ed8714,click,1703206120,,referral,opinion,
215d9363232b965d38879a21f1c1434b15cb223e51d57b9472dc4feced0d7dcc,social_share,1705862980,social_media,email,news,share
b0b93d8bdf9ac75cc1a746531335c6557d9898d78236bfae5a6480694ae39e1b,page_view,1704695020,search_engine,organic,tutorial,share
5c48cbb49a9ccd466a452ae94732a728c185c8bc8c60702c96dcf1d12f8db165,form_submit,1701910180,email_campaign,email,,share
4ad8f9801dc6f822cb5d30d42012d1e53b68382748e04496924a00845b5e19ba,form_submit,1701163840,,,,share
4a86883134a1584370eee64546b1cd077e4c15e75b98e13b0d84af6c12118ed1,social_share,1702369600,email_campaign,organic,,
bd3c9eeeb662191ff06bb1702801bf5bfb90f6c4d342c241d294217ed5a7f490,page_view,1705800880,search_engine,email,review,like
835ea68cefb02763f031f6baef939c37474aad67215911fbb1bbbe0bf5d4dda6,click,1701125200,email_campaign,cpc,opinion,like
ee7f2f03923b4be22d8edb1c2b2c9f7c7c0497bab4d91e2f391c4ec5636a3745,form_submit,1701002200,,organic,opinion,read
27488b0a11a290669e6f9f7740825205eb470fff8074b56e1c3c8d532d5055de,page_view,1706470540,,referral,,share
f85c4f6cd2b9b150e6e1e4817fe590d329af89cfc3918258caa604ffaee89ee5,social_share,1703360140,direct,cpc,tutorial,share
04463688d6c5e3ed19dae875ddf209c5109f0a35d8d09cf52a20d41a1f92cc1e,page_view,1701033520,direct,,news,like
feaab7cc2cb421a75478b96811d9b4e2d85fcec47f16076f92b474f921731e2e,page_view,1701670360,search_engine,organic,,read
db074045a18c3484f87b3333681a20c84941c66bb4248118578b4330fbf34afe,click,1704796540,,organic,news,like
8b05c0bdbbcc788ef542254efe12e27d329a95e5065ab73ad10ffd2244ea49fd,social_share,1700772040,search_engine,,news,
fd9b978222ee8a56987cba68c2bf7a7e526ad8dcc27ae9d186713d5ac8405676,click,1700883580,,,news,comment
84f60ce8703486cdd39170340834e3995b8348d06fd9662e44f20e7d6d09235a,form_submit,1703369440,search_engine,organic,opinion,share
605ce92e1618f236610d57feb8cb7569cddfae1aefdeb75b05b814635f1f90d3,social_share,1701613120,search_engine,,news,comment
11a6617d2c1fe5f7a29c66bd1526292f5444be4107d7744b63a5810031f2aeb5,video_play,1703060620,social_media,organic,tutorial,like
b002f1ba452527c5c66c9f417b1f433399e43e30e39d7ef8799b4486c1c546d5,video_play,1701591100,email_campaign,organic,review,comment
487ce7f8b64794d4f7ababd2ce40a965c61f0e6a8fca2fd0d2e2700cfb7cc198,page_view,1706695480,direct,,opinion,read
1f080d1c83ae2fe7758184ae4e1afffd8d834f1809ca374799846631f9a5d2c0,form_submit,1699616440,email_campaign,cpc,tutorial,
5b2bb83dc0f7890fbf8ddfb2221b705fd44ec8859df2fd08df54604654bb39dc,click,1706781400,,,review,share
46f6f5368f66fe6c70182ba7ee29b26d719a8d970985a96688ab78a4f983aea0,click,1706619760,email_campaign,referral,news,share
6eced035a95ddc028fc9fe3cd81e428766dcc2e38b48020bd44b6008a063ea04,click,1703057080,search_engine,cpc,news,
109adff7242fe121e125a33be01761e39360dc3fc3ef0e7976fefc74ae313b8f,click,1704379060,direct,organic,opinion,comment
0655b37b155518a2a827cb7caf36de93a4ad0c3273f9519710c23a42379940f8,page_view,1701638860,social_media,,tutorial,share
954984056ec02cc7de452ce047765eed25245655a24f0abf5a67e4d12f50e8f6,social_share,1704320980,social_media,email,review,like
e8bf7e31c61c2393dc07ac45ad6bff0db0b4ec77fe7733cd80d42a8d8bbb5228,video_play,1700943820,social_media,organic,review,read
c1cb18a77f7c3d3c17bd4b881b9611ad23da89addd0adc8cff3622eefa50d7f3,video_play,1699455520,email_campaign,cpc,opinion,like
dc0b7cd159bc1fdafd6d10466864e688e84fca7f3d7d7864eb1593f46f977b82,video_play,1701260080,social_media,organic,opinion,share
,video_play,1701942760,email_campaign,referral,,
b8d37f9f688fbaa46232e97603f9d90d24b60cb93954de8d0998854c764c2440,social_share,1704281260,email_campaign,organic,news,comment
,,1704485620,email_campaign,email,,comment
,video_play,1705134880,social_media,,tutorial,comment
0925b7dc0e93b82b52af7919c7f147c2da716c5466bed863c395a9d34a844cba,social_share,1706912440,,email,opinion,read
,social_share,1703259160,email_campaign,cpc,review,
78d36deac1c720f7a9cdad1dae954dea957aa3627005fbc4a79afab7df9075a5,page_view,1702538020,email_campaign,cpc,opinion,read
b41c7541fa0b2cbb277ab8f52ccb688cf6015e79be5d7d1411d591d85da5504e,social_share,1701777220,direct,organic,review,like
e5f4428d20e244afd567b88743eede029d8d0fda6d6dd3673de749a858d37097,page_view,1699469080,search_engine,,tutorial,
,page_view,1704576580,,organic,review,
9dc01498eb4a253f543049d89607317e21af87fab58518ac1539aaefda26c397,form_submit,1700139460,direct,referral,news,
c214251d5defca337d97f4c4c0f852fd96878772018af4a7307ed5bcc4600a8b,social_share,1700070040,email_campaign,,news,like
39d9f78cfec9a5c8e4ce9803d90281007b90527a4baa3d23e9a00e3d20aad327,click,1704990640,social_media,organic,tutorial,
d33df8b08722470ca6940b3f0f67d3fd6b92a0e9b659384207fb173132c4680d,page_view,1704804340,social_media,organic,tutorial,share
bfb1aab8f77593a012182f9b79e8e1dfd789b851750bc7ce48dc408748ff56f2,form_submit,1702926940,social_media,,,read
8c64bd4f1a25817673b77d5579937b51866e77ff34a1c0380f78bc1c68f03151,page_view,1702667980,,organic,review,like
655ded052374e3ca8db612b678d61b089e0413713e6626f9e7d246cde44db694,form_submit,1706440480,,organic,tutorial,like
e1c2c9770078adfb44035f017d57efd5772d8173ccf1ed8e601bb6d31fbf973e,page_view,1703125540,,organic,news,comment
23a140e97ee86215658f3f78ba8ab0ba92a6222867675eb38cfdf81157e358e7,page_view,1704665440,direct,cpc,review,like
8294f9feedbdab269c65d50b1b77be4e0c25df6dadbb4fa5ff3bc714b8c79fde,page_view,1706456020,email_campaign,organic,review,
d989fcf633336daefb991aa16a713780ce75ad934360fd3d7120e967449cce5c,social_share,1699552900,direct,,,read
02329226762acfc516c4c499eab77e3ee4d60aafba0ed5589560111b26aad3d8,click,1705949560,direct,cpc,opinion,share
ad9fb9c7ea41a5f321258647ad309ba409f63562a21935d4444c876218ad3c43,page_view,1704400600,,email,opinion,read
55b9a3dd17b190f07444940bb5928eea2942fe98b2ee5b347b7aef40a5c69c2a,click,1700222080,social_media,email,news,comment
73da41b06d4f7abb99301b7fe1f949b17ecb246f772d4bb413feeb468df2cad5,click,1704655120,,organic,,comment
4885dd514f0fefe8ceacc829586f37570936682c84f8a1f0074850f765d1536a,form_submit,1702885540,,referral,opinion,share
e43ab15099d1e36d57d0b7f7c78656b578dff22b9bab18ec2a9c1a53c18e7f1f,page_view,1706204620,direct,cpc,news,
0e28c7da3aa78c0b539d941d0c89c4b2e450655da3f344b0eaede72882c3bd08,social_share,1705315960,search_engine,referral,opinion,
763f9d77a3e32bcb9d823ba3238d51879c416cabe450307782f9d1dc4762ea5c,click,1705182220,social_media,email,opinion,like
823c8467da7e4cbc3b5ddcd2559fbd0c724a1ac70b22d3460ee2a93d7de10e77,social_share,1705512820,direct,referral,tutorial,read
f731dca2564968d03b8215ba9dfb757d85949c356d47a95acd3dabc4f5356dae,video_play,1706296300,email_campaign,cpc,news,read
,click,1704094300,email_campaign,organic,tutorial,comment
b53a3229754dfb6e0beeeb51c8e8c6248c29335158bf89cc77d0566e1a9dd77a,video_play,1702689700,direct,referral,review,comment
3e4cd2e308365ef48f2b955fa86339b10fed629cb8985874f2a96bb4c9ed81ba,click,1705900180,direct,referral,tutorial,
d9ebfcfc33d4f11ff7fedd78e8959ac84f1ad94e882ec6ecd266bf5194b8f8d7,social_share,1702025560,,,review,
d5124b03bd8a00ca834a0e081aee4c01601481548b1fe8b54cdb7aad60deb162,form_submit,,social_media,referral,opinion,read
7388fca749deb7f5c808cf14fc4684c399c3d613aabcaa4e20e91772d1f82e65,click,1705971880,search_engine,email,tutorial,
baa9c85e5943b5e6387d1f764d9b1f4da5ba3af00899e1982c88ec9a3e537f49,form_submit,1700875420,social_media,,review,comment
554c9bad5cbf374c052850f5feebdc9f2e2349f27bc2436a884fa07fca40c120,video_play,1704019180,search_engine,organic,news,read
733878d5dc5e27770aece7c578cbaa0ab2fba05593b9a8b412c8c30755f9a9db,click,1703490580,email_campaign,referral,news,like
,click,1701951280,email_campaign,email,news,read
7dc94abe1710c8fbd869e924afc5609026c403e23b4359b842fc2c87e4f9fa49,page_view,1700010640,social_media,referral,review,like
103590c671640d0d69615824547ffd0974d8ab35cc9acb422419e007ca82a652,page_view,1702701100,,organic,review,comment
0562c962b8322cb9eb13e6cb4c913b9f525f8ad8cadae6d65bbde1659e0b5a9f,social_share,1706040160,direct,,tutorial,like
18e893795a7eabe4996b039a807e4b46276e1db7a41da0aebcc2b703f92a6ad1,social_share,1700727100,search_engine,,,like
32d37bd147dc09623f609f1d1ddf51d8afd0e851bbffd300c809c11ab897cf42,form_submit,1699662460,,referral,news,read
75fc8e80871ee1fa958a942f8bba9748f4b54f1e95a7743067ea03bc3193da51,video_play,1704296500,direct,email,opinion,
3a0051a0317e2823400976124a8994e92ab3e8211cb987d8472b06b4aedad1f1,video_play,1704435580,,organic,opinion,share
7ca4e8fb7b15fa9284add9ddaa8d4fbd93c67ffb20ea6d49e4b546fde4392f47,video_play,1704791440,,,tutorial,read
,video_play,1699875340,search_engine,organic,,read
0e306f5fc85b9caa99133fb8a2c5be0a0212d40104c25351cffc795316dc680e,video_play,1699652620,search_engine,referral,tutorial,
b1bca6b3237f3784ae8d3b1b6a47c58059aff4002c129f28906dfeb782679707,video_play,1703869060,social_media,,tutorial,share
ef3355a2acd63ce2a1d797857646ad10e2268fe4f7dafdcbf22981ea4851864f,social_share,1702664020,,cpc,opinion,comment
fac9bc5b02d658596376db6a29e3458c6845ef09758f0cd426628f87653b93d0,social_share,1704217120,email_campaign,cpc,review,like
,page_view,1704808720,social_media,organic,,like
37b8b2761bd653078cb413a2f741fe66f343affd731c10015f17ed1954415e3f,social_share,1701541000,direct,organic,news,comment
3a95aef5fa429966e2b75e3e03a274a393be86bb948011b26dcab97f8bd5958b,page_view,1701447040,direct,referral,,comment
c695276b508b21a0a26c741c7d4442295224f64f8a2ce12a599bc942b2e72c43,form_submit,1701729520,social_media,,news,
19496df2571239c1d94612553e2637cc917b947407cc5cd805aa3562d8bb5b51,social_share,1701908140,,,news,share
9e5c647eabee85eda957b2a29b997e922b783ef437f3a3b07539b420fd334270,page_view,1699390780,,,,read
97b561a417ca999f351df4f416dc5310ddb87dda74ae0779f9d2f3f5639aa82d,page_view,1699277080,social_media,cpc,tutorial,
