id_e,id_a,id_g,trait_marketing_consent,trait_prizm_segment,trait_income,trait_marital_status,trait_education_level,trait_age_range
6d07178ada06d4f139bc7b52099d0cd978cec843885d7dc1efbb0ab676a5fbca,,8dac2a54-e243-4c4d-8dab-e3f5b55dea83,True,,< 25K,Separated,High School Graduate,45-54
b75e1dc42331ec263a42ca61dc962f3056e97b77421f9544535d552ad7972adc,797be4b8-b46a-4355-a63e-b2ccc96c91fe,76a640b7-e0f2-438f-b98b-c428c1628209,True,Salt of the Earth,> 200K,Widowed,,55-64
ce58025752a737c7356f78f805b7fc5319e200062efd871ff58a7dd50e369c69,,,True,Metro Renters,150-200K,Married,Post-Graduate,55-64
21ed64291a11e0d97142a30a80fca5486a19b397596c2f50a58acd27a046256e,18addb47-863c-4449-8993-c747f6025ccf,b75a38e3-9af8-4e94-bc14-6679d2f24f68,True,Urban Achievers,,Widowed,,
d33e01e10f29748fae6323629b1029d56b933ebed56e4217a770938796b0dd47,cf040e87-6d38-485e-b205-63291b15a063,2fb56e8a-3dc4-42be-a45d-6643ad2aa848,True,New Homesteaders,,Separated,Some College,45-54
eb987f05b91ee460dbc15753a27a829545f60aff2c6ac25f9b9d872d80bce337,585d2e3c-723a-474d-b498-23e7f4507872,8e86997b-2db6-401c-87fa-5944caf0da52,True,Blue Blood Estates,100-150K,Single,Some College,65+
7a9e9dd88e5590bcb4860ad5d4b3d9427c4bd8b3a36cddbcbfd704765660e2ea,,,True,,50-75K,Widowed,Post-Graduate,45-54
ffb0ddd0bfab1af5101fb8457df8c66341772b2eca6f8a67159613710502048f,b49fd555-461b-4abe-9db6-91dc2108d27a,cc04d59a-2fdf-45bb-9ab3-0707f4af668f,True,Salt of the Earth,> 200K,Domestic Partnership,Post-Graduate,25-34
3a19ec4f70d50d360b4b74903c19151b8146c1b1d7bbe6cd8c40b280b11c2113,0e1b3884-028b-4b2b-bd79-f80ea29c389a,,True,Metro Renters,100-150K,Domestic Partnership,,45-54
6a86f670d5dabf0189d2ff8832ecd47b03d714259d46d68be13af42b3ee2ac85,c0755920-472f-4095-8e2c-d6a7f2a11b70,74074895-e642-463b-b154-df96b24dfe3b,True,Suburban Style,150-200K,Domestic Partnership,Some College,35-44
d5af9a0f7f8c82c584ffd1aa778f5fd306b4824fbca7dfebfd5d50d7d64b0c02,091942e0-bf6a-49d2-a1f8-405ba79f18f4,,True,Scholars and Patriots,150-200K,Single,No High School,25-34
533556ada70d56a6e6aea31ed2f4d9ffbfed18247635c3fc3914865ee6f483f6,2a75d49c-bdc3-482e-b465-cb74e02d167d,75385150-35ff-499f-8613-e371ee3460f9,True,Rural Resort Dwellers,< 25K,Single,,25-34
21b65c57aa2e504ecc267f5486d740a7aa69a77c4f06e2a7f8abc4714ebd2dcc,ae5cf37c-c8bc-42b2-8e6c-10e83c73bfdc,bb0a0a57-79d0-421e-9852-5da1429183ff,True,Soccer Moms,< 25K,Separated,High School Graduate,18-24
,84df9a27-d37b-422f-81ff-a39925f37623,72376caa-ffd0-4314-8923-f774049f06d0,True,,75-100K,Divorced,College Graduate,25-34
ce479cc3fe83697e165eee5ccd9b9cd5e6541d41f00fedcd33120db29643f73a,e0b96935-d2b5-41b5-88ad-fa23a90e48f3,a51297bf-2b72-400a-a484-3f7e5f171c3f,True,Booming with Confidence,,,Some College,25-34
f049456ec94e358262bf9aa6ca1dd9f4791717fa8cb35a98009aaa8422744a2e,,,True,,100-150K,Domestic Partnership,College Graduate,
8daad2416b885f0071834e6005c7b89cc58b95feeb04f80ef04eaebd307632b1,,8d63d409-9b0e-4601-b335-b35757fee79f,True,New Empty Nests,100-150K,,College Graduate,65+
472806e09e3a59453e274df20a1b910c7991ea28528a457024ca34336eba7446,15874c41-b8aa-4506-9ee7-8f00c4c5525c,f6c50579-1702-4eaf-b7b0-1b95fd088f4c,True,Families in Motion,,,,55-64
708b2ccc74b3cb7eefcd86d562714ad28ebfd1c1229ee894826aed924e85ab1a,62386351-28a7-4aad-92c6-52a1a74a7bb4,,True,Metro Renters,> 200K,Divorced,Some College,45-54
fc7f5192993f1c5ed1d85827b7f231e54273e349343c3fe14d2ae2cd2cfd2a79,972681e1-5d04-4a22-923b-9f7ae2c09ea0,,True,Salt of the Earth,,Married,Some College,
e6d310a9fc94fbc20a51b2066e82f32c0101b0b43fc81bb47a70a8d782adc26c,e5d2d81e-38c4-4d9b-96ec-22acaf295a3f,87f372c2-5d32-4968-a4ce-6184ac526203,True,Metro Renters,25-50K,,Some College,
52082bb2a0481806e0d31b5a964966c1fe45894984b717e41cc8ea19927afd83,130f32c5-2156-4913-8939-1f7cd8a4e564,,True,Soccer Moms,< 25K,Separated,No High School,25-34
7b291a221cf61b718d7d6a5349b7e96e722bd4ffaa323eb65c7f820a3e899ca5,628ffad3-b7ed-42c8-bfa8-ffed1da1ad9e,4409759f-a623-4cf5-baea-6e55e1529329,True,Salt of the Earth,50-75K,,High School Graduate,35-44
b7e045cc7b22a83018e7e3b68c2d85d9f1d8593a41023996a8ac72103d1e29ca,92d24b42-76c8-4025-b679-a2b2dd240528,c0c20fb7-333b-4f7b-b74f-19158a59b39f,True,Suburban Style,25-50K,Married,,
c0de8b1c6adb4ca03a4d9c07ebdc1f71f55369cb97cabf4cab80e657b38683e4,3e2aa6b1-ee93-4730-a277-002dc03b593a,a9cacc19-1ca2-4beb-9e60-175599c47e13,True,New Homesteaders,,Married,High School Graduate,45-54
dcecaa74b6473ff379cd4283ee9d04e9a4ee77951ce408db1c09ac5131eada15,5d840881-465c-42e6-9fdb-9c32d85c89a4,,True,Scholars and Patriots,50-75K,Separated,College Graduate,45-54
87ce1967c09c84c9c227528dc7fb3b8077d07fa5a991d05507afb192c63fd64b,5e627647-b7f7-4926-994c-73621949762a,f47f4ce0-094b-4793-a7a6-18281cb36ed6,True,Metro Renters,150-200K,Domestic Partnership,High School Graduate,18-24
31b56f3423295cf74c0e5bdac543e37e3132892e596fe7e645b82c33ce8f210f,58b11639-a202-4a0d-9b6d-616b7528e106,79ec3d28-820e-441f-b728-ab70db78cda9,True,,25-50K,Married,Some College,
bf0e0379626f4df0575e9541f2153f6f12f43ca61c0e15c121418db3679f1a17,554747c3-f9ad-4e71-b6f1-f24e98cc3ac2,def37cb7-6577-4ac5-bdb9-9f7791346390,True,New Homesteaders,,Divorced,No High School,
ca30820b3c8b3bdd2381d8604ae99f94ee8960d6fedcc598d7ab8f3ea563a8ac,af2121de-1559-4e7f-9848-abdaaf1d384b,943fa640-c5eb-4a9a-8a2d-917c7aabdae1,True,New Homesteaders,150-200K,Single,Post-Graduate,18-24
5b76dfc2861ff21133b1386a96f2253cb85297bade0a5b5197e36fe823e719c9,d581cbd3-d17a-4f5f-b1d7-620fe1a27477,4f4e2a4e-0e3d-404a-bdf3-d9fe07216bf2,True,Scholars and Patriots,,,Post-Graduate,45-54
f4f050a72e3590d6717b4241693236f68751366864fb453fa6c4d8846e90d43f,b5d44466-3310-4014-8b0c-b958e00dfdb3,518297ed-fba8-4397-8b42-75708d5c66a6,True,Scholars and Patriots,,Separated,,35-44
b34bee2f357231895497df73cc57fb6fffff4fea05d130dca7da59e27865ed0a,620f1e7c-06b5-4b46-83a7-f3086c4fd319,82aa0a98-aaee-463c-888e-64162c22e792,True,,50-75K,,,
f8de4c597b2a88f78cae3ea98e9805a25d64e2ef8860f106435f8e22634a855a,872bd26a-e75c-4302-b40c-9c145944244e,c192599a-64d0-4881-b453-6fe7324b7a7f,True,Blue Blood Estates,150-200K,,Post-Graduate,45-54
cc5ca922877a6d35aae663e34ed805cb64adb54d89be8b00a827f833efb0e0df,ec5f6eb9-a116-4584-a99a-e1de30435287,2b2ade2d-9fcf-41b6-b57b-9209ec26a5ea,True,Salt of the Earth,75-100K,Divorced,Some College,25-34
b2f82656fef6450d2a3fd533608645463828303ee75a09966907544bffa10215,9d6fc34f-571d-4795-a5c0-1cf14c10180c,,True,,150-200K,Separated,Some College,25-34
9146588d8617e37907833e2f845381d41fe88f5fe5cdcb76aac2aa013c48693c,c33271a8-f310-4791-8a71-ed353ee17c2a,683b885c-dcdc-4979-8bc6-c7b4d36722f0,True,,25-50K,Single,No High School,65+
23f93dc75dfc49ad4b49dde8ca355cad36240e9b51e78d86b51b52862c5081d9,,8b88ea73-ca12-4817-a4b2-ebac80f3c51f,True,Rural Bucolia,,Divorced,Some College,45-54
,a4848d9c-56a9-4ba8-b75b-84009cbb0728,b7c5f66c-08ee-48fc-9193-5a0eac1460b9,True,New Homesteaders,> 200K,Single,,25-34
8755fdda5a5adee787339f16ff47e626fda56bd9a9d8210ebac29778d6bb79ed,35d6df94-9fa3-470e-9ea6-391eff330d8d,3ec3da3d-e678-4e24-90f0-dda065f6368d,True,Rural Bucolia,,Divorced,Post-Graduate,55-64
6080cf21cdf32657e2db4efe930723a1d015071fac470477d2f42a3c14e3d4b1,2eedf9e0-db88-44f8-a489-5012d0af7793,8efce0b4-14ca-416e-a093-d54c1a898f56,False,,25-50K,Domestic Partnership,Some College,
0c6da58a6b36b74e085c2dbeb2d7dac76452e11f2670c19fcb9d3cabaa0ba0b3,,869b08d4-6d85-40b9-94b3-9806ee718345,True,,,Separated,College Graduate,35-44
ab56ca2674d541b243014921c292e482d51ab7b0d0989b927fb96958894c0292,58449637-b451-4550-bdbc-3a08ae341b84,83d6823c-a2ae-4a37-8a86-321442eaea97,True,Hometown Retired,25-50K,,No High School,45-54
eab2ffe73f034803eac01560dbd301bd7670bd3a820236c6512ff80871105c16,c1359330-4a47-455f-82dd-3c465561bb8e,,True,,150-200K,Divorced,,
4f7f0768adc2eb7eeb683e80b0fc05f9e1f3a0470146ef024eb0df74ab1053cc,,4c6afdaa-df0c-4be2-a82a-ff8a29cad51e,True,Blue Blood Estates,75-100K,Domestic Partnership,No High School,65+
cd5da6c2e428be716c8054461eb758e5403cb406f4372462535799b57f44b954,148158c5-998e-45a3-a1b2-02b50ea05da0,b0d338f4-d780-4585-abea-cc56487c4826,True,,,,Post-Graduate,25-34
7d01d77670eeba8cdf867ac440070e2791a48c483f32a93e15261918b85fa33e,,33d272f8-f0e0-4f98-b678-5b659ce6325b,True,Families in Motion,100-150K,,Some College,55-64
3301d995f412c27c62178a6bcb2c54dfc7b1c875ecc5ee444af8afcf7e791f11,,1bd26892-a610-416e-b458-49a52723d7ea,True,Urban Achievers,< 25K,Domestic Partnership,College Graduate,45-54
ba6a7f64de7c29c36e44382b8c2789adf762783659259149f1d329c5f0640654,c8ad6b74-6152-404d-adc1-c974a6e4df1d,bb4f513e-f610-4340-af37-eb1747931159,True,Hometown Retired,25-50K,Divorced,No High School,55-64
4b55f10de254170aed35a730cb513fd9259458852175bb3ea7f2f9a67caba54b,516313bc-c925-49be-a4fd-5d1b287563f9,78f03163-751e-4f4c-94fc-f077693642fb,True,,,Separated,,25-34
11d841f299f3ec62ee8f00d25d8a454edfd723cab18a543c6f1379237e103c26,963fd0ce-f3c0-470b-857d-c8d00119397e,949efb79-2342-4d38-ab88-641c82014dd6,True,Scholars and Patriots,100-150K,Separated,Some College,
7bb87dbad2fefa782d3ee7babb7780060370d671536a682c5aec944c2e7ae2d3,857a9fbd-34a2-4abb-afad-d51a822e71ea,95636aee-203c-4d30-ab66-0fd0d615876f,True,Old Milltowns,75-100K,Divorced,Post-Graduate,45-54
c31cbe4fd02ba7fe50b66a39bf5e6645ea7c8230b520d1707f2254188f91ba3f,7b29bad5-2d05-4fc7-b96a-0b1e95999df3,50401b52-f318-4c07-a2ed-0828b0306b9e,False,,25-50K,,Post-Graduate,
29e24dfb886abf24143fd7750b216e31f5c83c050936080cd5808f10e0f90c93,495cb547-8099-469b-ba63-1f0368f6b0e0,47406cd1-148f-4cdd-9c62-d2647caa1119,True,Families in Motion,150-200K,Domestic Partnership,Post-Graduate,35-44
00c7fa14d4899a11146d1def80e30d27cd71996c4446aa0d1bda56dec35ac101,,,True,Old Milltowns,< 25K,Widowed,Post-Graduate,18-24
,dfc4511e-9053-4ead-bcba-e1325272113d,,True,Blue Blood Estates,25-50K,Single,Post-Graduate,
41c28ff942f221e9eb8c8f0dfda9418de4c3932324c9c24b57656b447cd5134a,,5b4d5f3b-3321-4461-918b-827ce79311ee,True,Middleburg Managers,50-75K,Domestic Partnership,Some College,25-34
59a7c3ed06b8e5053fd96fff568b44b49650c8f0c618b113964eeb50f15f479e,b342551b-2180-4a0d-a42c-b1230b12e01d,,False,Country Squires,> 200K,Single,,45-54
175244d0c21dbc8df965919f665931901cd42c1542a9e05d73debdd804a6808f,0a5bd647-85f1-4fb6-bd1a-a00acc8a5203,27ae699b-97b1-4d44-abbe-a932c19b1efd,True,Rural Resort Dwellers,75-100K,,College Graduate,18-24
b352c8521deddcc9f0ad07bb50f74ab1b1ddee29f0d94cc613c50180af283b04,ccf23340-f529-45a8-9314-644f126aac83,9db2d8f9-7139-4d29-b817-2bfab632d96f,True,Suburban Style,75-100K,Domestic Partnership,No High School,25-34
83510b4abafded35a7f26e4e637fe9b71beb60d9d2888fe1e60f119b1d4e0060,14900a1e-dfa2-4216-bcaf-74f435135df1,816be6a0-482c-4c2d-828f-47b80a974754,True,,100-150K,Separated,High School Graduate,35-44
99325877dcc0853d5f75134538f7011a739c982c4bb0af1e8af6404ad4bdf9e7,d890a78f-6321-4135-8868-7006afb55d6c,5daae30e-053d-4d20-a200-9769c1f8bfb3,True,,> 200K,,Some College,65+
bf2d20ddaabf0ef2f1c11bb633c6d47681175531f3ce021c5b6ed41f4c1d68ba,10db4a5d-e73c-45e3-8498-439f5a2ce3aa,4f89a9f7-db98-409c-a777-c9105b25594b,True,Urban Achievers,100-150K,Domestic Partnership,High School Graduate,
b0175f45ed2262b9b725be16181c9781b6fc62d4abbd2ec5e374b427773052bd,,4c420dd8-9ce2-4271-a607-bc3d65e42b32,False,Landed Gentry,< 25K,Domestic Partnership,,35-44
,,d0ddae92-ef59-470f-bec3-500026a6e8f8,True,Metro Renters,50-75K,,High School Graduate,55-64
11b4460be83d830beb04485be78eac189cd0ecac4cabfdcff40290443e48da05,2f0243ee-1261-4a0a-80bf-f328928d5365,c966b275-c7e8-4de8-b718-b71c5e48212e,True,Rural Resort Dwellers,> 200K,,,55-64
02fb7e52f012c466f614eb0e61cea537938d1cface67919c3f8814f4f45fcea8,,,True,Salt of the Earth,75-100K,Married,No High School,
62f68b5d1c202098048a30aa7e4096be047d8ac8d7b9b963a36f0bc931514536,7a1b5189-ffcb-4ede-9ca1-d789d23d867f,4efdc416-c775-40ca-acd7-3ac46127ab64,True,New Empty Nests,< 25K,,,
723facb09baab3d69f91afd22ad1968c8653c6e6b9f228019d428566b347e2ab,629be812-c0df-4244-be2a-66c959cf6043,,True,Rural Resort Dwellers,75-100K,Separated,College Graduate,
e56204aa1a0de8bc4cff3d23acb1648befdd2a812f7ce4db8d2fe68e2a655389,42286471-60e2-423d-b031-f3cc7ac0a8f1,1db273cb-be88-48ba-ae50-5b2bee12d2f2,False,Soccer Moms,100-150K,Domestic Partnership,High School Graduate,35-44
66d774966bfd6092b5454e3f74c02e3fa410a32cbbf7d61fa5d529f4f843d8c3,8f7ea3c8-cf55-4a8e-8be1-c06ba5715abd,,True,,50-75K,Widowed,Post-Graduate,
2b96bfde5fe094e3074f51d2141da0743b6fea2318c5d303dabd70c6525242aa,5fd3a39b-96ed-4dc1-8f73-dfe501085f94,,True,New Empty Nests,,Divorced,College Graduate,25-34
91a831d7a6c4180b3e9834fca293a3295e395ddaed86570ccdf6bc66dcf1a50a,c3cad43a-e2c7-4def-8b24-684516f201ed,f4211d91-48ae-4b11-ae9c-fd99f6c51f02,True,,50-75K,Divorced,High School Graduate,35-44
6ad8fde1a6ea22a33662b9bd01804ef8673fb6f2bf30f733643df052009f5821,77bd01db-cfcb-407a-88f4-95a52d50e8ed,5b32cddd-922e-4ccf-a5a1-58bd1eaf950e,True,Suburban Style,> 200K,Domestic Partnership,High School Graduate,
260762715b28778d7837e629187d309ace47e95fb93c83c8918f125b33c28aa0,7d9ff24d-7ba4-49ad-809a-3cd2cf211ef0,a04493b6-672e-4fab-9047-2dff38f11414,True,Salt of the Earth,,Widowed,No High School,45-54
c668f96a0edc43347b558ae7dd8eb3c710784bf9d5d75e6310f19b0a80eb3cfe,1292a2df-5130-4f72-8c2a-e6c14506a2e4,c50e4c25-8f11-4faf-8ca0-d9c426d1de4f,True,,100-150K,Widowed,,35-44
1e0fc73fbc3dc6a4c9b5429999aa8cac3db8258ff28230fa5067d31b6040ea0d,,,True,New Homesteaders,150-200K,Married,Post-Graduate,55-64
520e844d712ce7bc6b37a4c0f69589956e012664223a42555404ac83d0ef6317,58763428-4371-469c-869f-7d10c3770c79,,True,Urban Achievers,75-100K,Divorced,College Graduate,55-64
88e1902af39e5db55ec517e921e74d00eafc093950c83bb3a66660c77c17b861,6a70eeea-22ed-4dfc-9b93-60d3b46668d3,7b6bacdd-4ddc-4d15-8ae1-6b33d1f6c5ea,True,,100-150K,,Some College,
aa73bfa2ad6f7c1e4e60df983094637589fc3054c82d6ccb7438dfbeba5c729e,2b89ec8d-e82f-4628-a246-e6cc8fb352ec,1fb148b4-417c-4e92-8687-fc849b1c0028,True,,,Divorced,No High School,18-24
b9c4397e2ed77b5b768db5a516969000e9f25348676438b73ba79faa107516f8,fa9efcc3-d2e6-4e6e-a807-cda91072b948,,True,Country Squires,150-200K,,High School Graduate,35-44
f514e029723cbd85f2b088bc39ea6e14657dcfa4303badc17093a9ad34c74b62,,5e62f1ac-fa71-4a9f-b398-80c413d74ecb,False,Suburban Style,> 200K,Widowed,,
05c32fbc5e039575cfdd0475ee0ff849dc314af443e1f79a7517111dc52058e9,8be1a5c2-4894-42c0-be23-63c5239322e3,78b67358-b797-484e-9fb8-ac1bcf4ddd37,True,New Homesteaders,> 200K,Divorced,High School Graduate,65+
57c2531e3454b4411d266b884144eb7cc49318625ef0406457835801edefe8e8,a3cbde79-f12b-4c97-a7b5-597c27166d73,,True,,,Domestic Partnership,,45-54
,1a10c993-2445-4164-8371-faa1cfe847c2,d2557cf7-9a0a-47da-b3b6-d6bfda6e619a,True,Rural Resort Dwellers,,Domestic Partnership,No High School,
4c2ba45cabd4f74a41175511789d3ada49f68c54f409884c21b10463aad9b748,30150b12-79a8-416f-88a5-fbc72417e977,46b6c8de-57ad-4e87-a711-e09cc326f3a2,True,Blue Blood Estates,100-150K,Separated,Post-Graduate,65+
9ed4a12b59141df71d584aca0354d5cb6dce171774133e6ad0017b8b1a2e4afd,575fba5b-eefe-41de-8b59-af2c38fe73f3,03c79250-dbfd-430f-9249-e0c17e4b8a21,True,New Empty Nests,> 200K,Widowed,College Graduate,25-34
ac8ff4d120ecff78c39c49e3ff19b52c4d323ff251fe4cc1209511bee317f6c4,47ab4407-1095-4ce3-9f27-27f2bbbfc068,feaa7228-2810-4358-b3ce-468f030616cc,True,Middleburg Managers,> 200K,Married,College Graduate,55-64
1c2c25c524b21757aa909decee7038cc70e93ab94a26eef5af0cf568c2f08021,93b97e3f-efcb-4504-832b-3be6064bb17a,5ba461a9-5f7b-4a28-9431-6dc3ec01ac03,True,Hometown Retired,100-150K,Single,College Graduate,35-44
473030250d7e3e22407e159443256d46b9247ac1da0750236dbc7583b43f867d,be704517-8978-4ec5-8bd5-b2daf34ac19c,534cc21c-1b38-41fc-bfdc-dbbd03436c02,True,Soccer Moms,25-50K,Single,,
fc33499ab6c66513eb65b51ed23d72f0ed973721cb3be3d050cb902c47275a8b,93449553-ccc6-4256-b4c2-bdd72bd4ed74,b3a3f033-77b8-4278-8bd3-63a01d3da360,True,,25-50K,Domestic Partnership,College Graduate,
9c651f66bb2e2cf440425bd466917bf606721ef1f112f7a5f1c7f40596c9b33a,6d387b4e-db5b-4f57-b94a-7ae5a6e04d4a,e715d0bf-4125-461c-8a22-cf646c849f7b,True,Old Milltowns,75-100K,Domestic Partnership,Some College,35-44
a2aa492a33f256d4e7e6ff9c4b2c49ace925a80f2b1375b12b97543af7116f76,,3e465112-3b1d-4133-b215-7b2bf70d7a8d,True,Metro Renters,,Divorced,College Graduate,
032cea705f50ad6ee391b2b2acd2f7a449240a8f201545f54afcd30316ff2ba4,0931e82c-fbf6-4e2a-8ed7-f21a5c1109e1,,True,Old Milltowns,25-50K,Married,No High School,35-44
dbba173e18c0316aae3fc02990b1f5134be692d2a4e48a03c8df1227c78addb3,ba926593-636e-4613-b600-dc286062ba0e,c09ca57a-2ad2-4969-ba52-c5776bf07129,True,Middleburg Managers,,,College Graduate,25-34
4ce32a4705a671041656aa3ac033674aedbe6a0482741a1f27964f0091a8af64,9282b0bb-bdc6-4f80-99be-c5d18cc640aa,,True,New Empty Nests,75-100K,,High School Graduate,65+
76d6c6143fa9c29f7e5aeab73748b0fed33dfff83ceb2d22e4dace874894f18e,c9bc5050-592e-4335-b9af-a21ca4895f5a,caa6af0c-171f-430e-bcd0-f8e8d1eaa24f,True,Scholars and Patriots,> 200K,Single,High School Graduate,25-34
e8addfcfdd7b771bbb0b3436f4efbb1b534a5c309bb7d160d7f99081d2bcc300,33efd2c6-463c-42df-833a-bb6c09a0cec9,,True,Suburban Style,25-50K,Married,,55-64
af674f34b5eed14b3240e2f3d022c4b782e3d87711b410c02122d30a2ac7de0e,7b2874da-c118-4f08-9bf3-33e2491151b6,,True,Landed Gentry,> 200K,,Post-Graduate,55-64
a59db503f88fe50d11c42d10e1b339283ac336b9ef5447d9a1fb418433e370e5,28cf5fd3-304c-48fc-9c09-ae6f116e9184,,True,Booming with Confidence,50-75K,Married,Some College,
8f567df46872cc074c1d11533341646866a20f67bea8fd65690d95185bc9e6a5,7225be0f-63e4-4598-a3bf-8875e1cc6540,7d13baff-77da-408e-b655-5d9ed8513741,True,,100-150K,Single,Post-Graduate,55-64
802e2471c1dae4cba28a9dee729a189f71ff7e105f4004e27eabc752699fb646,d491d2ec-0346-49fd-be94-223d7fdd3fa9,1399089b-f1b6-4a14-afad-0f2c54eda070,True,Families in Motion,150-200K,Widowed,Some College,25-34
00191596d105c9ae07557fb3265f27155aedfd5694f9c2aab77d262b573d4ea2,1b94fb42-6463-4428-9e35-2f030a4c4010,4af2f69a-9275-47fb-906c-7dae638f087d,True,,< 25K,Divorced,Post-Graduate,18-24
,caa882a7-7761-418d-b52f-df47b37f54aa,,True,Landed Gentry,< 25K,Single,College Graduate,65+
,,7a341f24-6359-4fc5-b3bf-1ff018403652,True,Metro Renters,50-75K,Domestic Partnership,,25-34
cfc9b7aebfd4832cc6155c9ef2bfd9c48ec9d659e55f04a0ac0d7fcd48246cb4,,a634472b-e2f5-4421-8cca-68e70d253600,True,,< 25K,Divorced,College Graduate,65+
76bacf9e38a5a35fff433de88b36423a86e261a21e4caf6ee679da15cb7247ff,,3ad33653-be00-4e76-910e-5368d671c81f,True,Landed Gentry,< 25K,Divorced,College Graduate,18-24
23f675bf7fe500dad46a196782b034b7ee0762834c20e2a6133543e461fbbdd0,a1901911-d3a2-450a-a675-6710968b6802,b741695c-7c78-4750-8d28-3c96ddfc11c8,True,Cosmopolitan Elite,> 200K,,College Graduate,55-64
84e37b4c61e9f8319596d040d287e13e512d4d989b3571264c8c8e3ce6ec50e2,16a77eec-45cf-4705-ab62-56a05938df56,4367f83f-6723-4947-9299-509193c882ec,True,Cosmopolitan Elite,50-75K,Separated,High School Graduate,35-44
52cd65d74ea4419e55da71fc2baca6f2ea6495cd59ef3573b72911d1f0dd67de,120dc6e9-9fcf-4669-b432-a8f4ab61fab8,,True,Urban Achievers,,Domestic Partnership,,45-54
edcf6a6870fc125995c6ad603795926c0ec77b30eefcb06d46cfef10870caf1a,,6f04db5b-da05-4c47-8f47-07c14376c984,True,New Empty Nests,,Married,Post-Graduate,
4ad92838d0d58fdd985ba13aa67557119e7e7cf38c808b19c7c8d1efa3813a05,,76b81ec1-2559-42df-8775-661a58f70fe6,True,,,Widowed,No High School,
,,7c517d0a-3837-4a5e-a432-da7863596bbb,True,,150-200K,Divorced,No High School,18-24
315f2dcb896568d2af9ed3f05f3c6cb80a6ce244bb63ca0caa503161e43a2050,d72111bc-af68-4cac-ada8-021e8a1ec3a3,e4d3c0cf-b35d-4f16-a909-d3cb0637ff21,True,Scholars and Patriots,150-200K,Married,High School Graduate,55-64
877d45355e4a54dc7fa15a24a7e1861d7df29e81661e94834ebfd66346c82000,3a2bc110-2df4-4929-90d3-610e9e90de53,3008094f-9583-467a-8aaa-02877eebb057,True,,100-150K,,College Graduate,
79e0eeb39b21cc42ffbe7fd8cebaa5ab534161ca10ca2f830e4356d03808ed5b,a2e7ae77-7a43-4898-a81a-ac3c032a7272,b7a9d182-81d9-4e8f-a010-1c099edeb4ba,True,Urban Achievers,< 25K,Single,Some College,35-44
f9b77bc58acd4c337e04bab992c01462d1a04ccb3903a29cc0762790d1e5c302,20f32ec1-a1ab-4fb8-b5c2-6e9dcae1d52e,9610a3ee-bcc1-442a-9af5-ec30924ccc0e,True,Rural Resort Dwellers,150-200K,Widowed,Some College,65+
56ce0695f5face72169a2d29923b60ede80a05fc8a85a750b5dd1351f53af0bf,c485f52d-d828-4788-860e-01b42d368691,b9705639-c30f-4eda-9d40-92d480285f4e,False,New Empty Nests,100-150K,,College Graduate,45-54
11b647dbcf1813ab1ac82ee6e1b9fd92997442d6ed58b69967373e516f7eb794,1e056dde-d899-41db-b9fa-05811ede4f40,,True,Salt of the Earth,,Single,Post-Graduate,65+
