id_e,id_a,id_g,trait_marketing_consent,trait_prizm_segment,trait_income,trait_marital_status,trait_education_level,trait_age_range
f8b92132d64af4ed3d223b29d0a2101a6097abfb61e773cc4e68c34cd6eb7bbf,e1759319-a47a-41ca-8da2-ad45a6c55687,aeb271fc-7856-4372-aec3-db48c1f619d2,True,Rural Bucolia,,Married,,55-64
7c070e1e1635dedfb668e7ffbcdc4348329708ce8b38e10a38214ab2394bf2b1,406ef087-3e91-4975-8b70-a969a5416738,2169d62e-95f4-47ae-b6a0-fdd0e42bbf86,True,Cosmopolitan Elite,25-50K,Divorced,,55-64
e2f855b49971811330778032f61dcb2b6eaa530b3c94a1a5ba7c71ffd612ceba,,b383db30-5d3c-48d3-ae9e-d5a67126cb7d,True,Soccer Moms,,,College Graduate,35-44
82fa0937426f305e1c8e6ec508d2dc7c67cade15caeb26022363c592fb4f6ee3,521bc334-7a4f-45cb-b08e-6a922bbbf910,b1b2244e-45ca-4f1f-a39e-c6f03f665074,True,,,Widowed,Some College,65+
b702f7bf6dde72bfd6a95b95d9b58ecdb464fc1f78157b39690b987b04fbf950,e5305ce3-207a-4221-a3f6-0b14a18d2e08,34a93368-ebb6-4eb7-85d5-ec3334fb73fc,True,Metro Renters,> 200K,Widowed,Some College,45-54
5ef9eebc22f34bf158384aaba69f3dc71b3d195dcb24006e43b25c64058e48ef,6716472e-9c91-43fe-84e4-a2addb87f444,28ee8b2d-739f-4217-b8fc-5acacee0f045,True,,< 25K,,No High School,45-54
5f219f7b84fb46154be0202b4f881be09b903c9bd03644e35e3d6b3d3f175fd3,8e04d659-646c-4147-a62e-a6876643f5cb,407efb0e-a285-4391-84a4-5fddcc2b8c2b,True,Suburban Style,,,,25-34
9ac7d37694db50819fab2aac56bf9116603b63db901495165fe57da4285f8c69,ebe8c80a-1f8b-4fa2-8dd0-d07351edca64,005e0a8c-09db-4416-b9c9-93adccc2963c,True,Families in Motion,< 25K,Divorced,Some College,65+
ba9ce9aead55a93a3e90258e1de4971a9d72f31010a8cfa2b83b8591763e39a1,8a771dea-c3f4-4952-87b4-43690daa275c,8c9a519f-9c35-4f45-8310-ed1a18a80cdf,True,Scholars and Patriots,75-100K,Domestic Partnership,High School Graduate,
f7357052af1a10f1aa09877a51d7b0e15854fd870ea4d774e9086e57bf8ed7b7,067b5283-388d-4b91-b09f-8077cfd63a95,85756c8f-c0b6-4b4a-ad59-c4a59520f644,True,Rural Bucolia,> 200K,,No High School,
8195c1c4e0d8b614a24071ff824dd467a8d97949f295a4a1105b7a75d5ba0b12,,d6c58159-71d1-47c8-89b0-6263c92d71d4,True,,> 200K,Single,Some College,55-64
ef48cf24c546a5bdef8a7dd949a6ced5a015ac12c8f8ef9cf957b34c2a784231,b8302bdd-822f-431d-955a-009f76d3d549,aeddca38-d9a3-4ad9-beba-6cbe933095a5,True,Country Squires,< 25K,Domestic Partnership,No High School,55-64
5441abed3efb13438644f884895933d1cea948d4f27441d4f8f89001b6c72b79,ded75f58-e411-4cd4-80e3-4fc588215839,faf337e1-a365-44d5-9da0-4e75ef4fd6bc,True,Scholars and Patriots,< 25K,Married,Post-Graduate,25-34
122bb0d2b40b0ff28b391750e744e5c2be2813e3c8049663833f1ad2f53ef6a6,c5402c73-ff45-4ed9-b054-0f98b2834009,2125822f-00c5-47db-a26f-a8442da1b102,True,Scholars and Patriots,,Widowed,,25-34
035f28c94ac966f56ab3dbfa33efb496bbc14cd66e902d3aa9353592d44eec36,,0cb4deb3-c1fa-4913-821e-8a64b9533c3a,True,Rural Resort Dwellers,,Domestic Partnership,Post-Graduate,35-44
d7d327265ca12a84ec7ef2aa8f6f99c4da86d61725d45a7013e73cadc9c5c8fb,,,True,,> 200K,Domestic Partnership,College Graduate,35-44
,7c1a9271-267a-4085-beba-cf00ee59f1c2,4acda407-1cd9-45f1-9480-46e91a89e5a2,True,Greenbelt Sports,,Married,No High School,25-34
191dcf85f4657976a402ff54401853e7924fe17143b60264620692c8a9c28741,776694db-5070-4276-9ed4-ca306553aeb8,6e32aecb-3970-4f22-b968-8267f6c3c0cf,True,Cosmopolitan Elite,25-50K,Widowed,Post-Graduate,45-54
070145a3e436efc7e929907e7dbfd1c7cd36bf085e753666817b6901014ee518,b0f684e5-cc10-48f1-a98a-22df12615577,27aac0ae-b39d-4fe3-b5c0-f18e48b6d6be,True,New Homesteaders,150-200K,Single,,25-34
f5fde532cc37fcf842c4e5a761dba01503a0a8abf32c23493001e8fab01db6b6,,4f390722-f416-403f-995a-4396d6c7ec4e,True,Booming with Confidence,,Separated,College Graduate,
156f6341fcbc6e9ca5ca78474aea34c165fec3e9b6a22a863878f923b8ed032d,aa7f7dcb-8c9e-4636-9ff6-821bf4e143c8,9950c477-5982-440d-8862-52e07909e64b,True,New Homesteaders,100-150K,Divorced,No High School,25-34
dd15695eac1f40ef73ed32a14caef0d54f8bd78d409756664ed8ab0e37dfcac0,f0ab9148-9cb5-47fa-a87a-713373716327,5ed98d31-39d4-4659-b08d-090249fc5b5b,True,Old Milltowns,75-100K,Separated,College Graduate,55-64
51bd0f249d694d62c28d2edcc4f155e7ca7120ad811548a1d7ae8640dc9835ce,6d562d61-db69-4968-9427-8afdd05eb7dc,a71d97ce-29c2-49c5-9982-91ed8a4322be,True,Urban Achievers,150-200K,,,18-24
3d0efc129267be88922c783918ede6a4337f78e0d42c4e8cb13e4bcdcf1ce47b,2ffbe397-4901-4500-bc6f-416eea36c1e1,bbfa0207-5c6d-4a84-90f1-131107398880,True,Booming with Confidence,25-50K,Single,College Graduate,55-64
3949db5daf7f0691329543288d722f547c7c84e17c2041453a321052f2451b40,6b146807-32b2-434c-aac9-f8ab9af7eee1,c572e766-bdf9-47b8-99d6-704a60eb6a8a,True,Country Squires,,,No High School,25-34
18f6aa2c08453bc70ba6a1e266ac5cf0e56f8fd4ade0e34549f6f4097bdf7e40,,fd64ae75-6979-49e5-9c77-835b13c7e5eb,True,Rural Bucolia,,Single,Post-Graduate,25-34
4170490aafd680d00a4dfad947ac2005752eb0dee76e3e6d20641416981fc01b,d427b061-907e-4f59-bd8a-bef24778ee83,a20f8967-b66e-47e4-949a-d931de3e6617,True,Blue Blood Estates,,,Some College,
eeb27e84e2cb3c6194ec9e9ef20d4c09372c714577fec3adff7e66e607e2848c,1f7dadeb-4171-410f-8eb2-61f1288d83ad,,True,Rural Bucolia,< 25K,Married,Post-Graduate,25-34
b7e60c316131e458b6fdfbe64d8809b20001a37ea17073e4446d9e090fbaf262,03330d09-c838-4b29-b156-15a563eebab4,df77d596-2133-44ab-998a-41af7c6caf1b,True,Rural Resort Dwellers,> 200K,,High School Graduate,55-64
c4daea577484c24cd1d1c4e99e78db7ea4c39b430ddb18b8ecc5a73abca673dc,3034d8fb-c956-46e9-a21f-a9917fe3710b,,True,Old Milltowns,> 200K,Separated,,35-44
7cf71fa9722b0a0bae18823b412ae6a50c05a38fadd73c1f6bffb08e7012429b,ba11d872-6508-4ec0-b9fa-555c3f7bae53,9ba7a7fd-2497-4995-817f-609510f0e31e,True,,150-200K,Single,No High School,35-44
f67b3132a727c171f074bbc033e833f27da4a201882b215a78cfc0dcf84854de,34a3df4c-996d-4050-9a70-2343fddb14d1,9f3dee84-24ae-4710-9e35-f46cac914891,True,Urban Achievers,,Separated,College Graduate,18-24
5bea56229d7f56f8df926b8496554189bb606cdd37263d8542986bc46bca1194,,,True,Old Milltowns,> 200K,,Post-Graduate,
2f364aea3f4a631df0ed14049f33e630a8983f3a3e574e020630699ee3fff54a,9871cb64-9f07-4607-967a-77bc5d1336e7,,True,Hometown Retired,75-100K,Divorced,No High School,18-24
0eb3aa91028e265dc213a2e5fb64a2ac9b2ff96cf58e9fc84ffa338e50263826,,b064616d-2fd7-4b70-896a-7556f98dbd3a,True,New Empty Nests,50-75K,Married,College Graduate,18-24
e0e5031bb311501e92b03bec0b1136be3ecd381ce8531476f2b191e767f8d605,bae86e1c-7521-431b-936a-63dbd60300d3,135f4f44-fd94-40f9-af6c-2f0f2ea1e1a2,True,Scholars and Patriots,25-50K,Domestic Partnership,Some College,18-24
34288b9c56b1a9d879885225c4268dd114ecb8ba3fda213b065c32de2b69c5f8,63704531-ad20-4c23-9930-e8d07567b42e,69b46707-17c0-4326-b2aa-343324f910ee,True,Soccer Moms,100-150K,Domestic Partnership,,65+
d4d574104aecdedc11090148cddc7b775412918a8ca4184e7b9f832eb49024bc,56015082-fd2f-4227-ab4f-c4ea2dc11c2e,,True,Cosmopolitan Elite,25-50K,Separated,,45-54
e0efc3e9f1869dcf01918098525009e32620dcd8b70c30dc7b76c80423d7d958,dfa6b62b-e925-4b39-bc6e-fcaa326e8746,c6b5ba09-7659-43f9-92d9-a5438a726594,True,Families in Motion,< 25K,Married,No High School,35-44
9f574851b0176d12c0610b35a0faadb4fc4a169730826244e3b7f83b9f6c488e,04402f7d-7ab8-4a2a-bf8a-709d68e05443,,True,New Empty Nests,,,Post-Graduate,55-64
16c06209fb782f783210a1c1a5a03146d0e7ea2de08c93c0b64c1b11062645fd,30e3ba64-b330-4b1b-a5b9-7219164e9c6b,4f647bd8-31f5-4625-b59c-251e70b840fc,True,Salt of the Earth,> 200K,Single,No High School,65+
5edf8a929bd05dcecf09801c5ecd9d73cc3aad41970063a1720c6f12d068b7a8,28e884e6-2b6d-4717-9b30-1e4de3c4f343,01eca461-1a7b-4d5a-b095-63784ac2aecc,True,Middleburg Managers,25-50K,Single,Post-Graduate,45-54
322d0bdf4c40c61cc71969eb911c4041dcf474697f423f7d198f8436296875e3,a7a71df2-874a-42a5-b232-5ee95eefa5b0,fb1cbd96-4dc5-4f29-b38c-72261541867f,True,Soccer Moms,,Widowed,Some College,
fafd5ef1d78cd1c01c776479c0275ab02401c1bdfba881e167fca3fdbd55ea82,8b44fc59-8c66-4210-8239-eaaf40a2aee4,17216e24-851d-4fc0-a330-b09b67ca61d3,True,Old Milltowns,50-75K,Separated,,
f4117834f41af9214b614a93a8021bb754111db066975955e6ed7df6baf37dfe,ed1a642a-1a57-46ae-9821-384246b5528c,fe2eef29-0a67-4126-9aae-2a7c363f60f8,True,New Homesteaders,25-50K,Widowed,Some College,55-64
fb3f6cf8089a07b1189620beb92013eb5f585f202d16ba1f256ddb94e11d3680,,,True,Rural Bucolia,25-50K,Divorced,Post-Graduate,45-54
cf01fca20b228217e71ec6d2d25568cc8bb3659a655a2e2092a4153fecabc3cb,9f358ce4-4fa3-4d78-bf1e-a9aac24fa808,e0bfcd06-9025-43bc-9d97-e67b16d57e6f,True,Blue Blood Estates,,Single,High School Graduate,35-44
53cb8bfb61909e50bcb0473cd6c73e317388b44e45801722bfac8a68e88f13a9,a8b04ea4-d15a-49d8-a77d-0978fdb6cf76,90381b09-71c5-43c6-a4e2-8fd91aa88fc6,True,,25-50K,Divorced,High School Graduate,35-44
068cfc45620b6c0d99e1bfdfe23d94fbbda383a0c10f18300b1a1a4de2a81f3c,f2748f1b-b55e-4176-b2e8-8fd5f31855e6,,True,Cosmopolitan Elite,> 200K,,Some College,25-34
c0785b535bc930dbe5b83fe9397cfe4df0d01c31e2b30dd9ef814527948ad767,6ab37c48-63d1-4bb1-8638-0f6d5dda45eb,5b34180a-7bfa-4799-af21-a27a437daf88,True,Old Milltowns,50-75K,Divorced,College Graduate,18-24
cb3427e9621177c86be93b02a37c4af79021c18287cbf9112d24fa49287adb0e,1d883420-e988-4c9f-8003-015c9767ec62,69f93307-07fb-497f-9b91-14c29834876c,True,Scholars and Patriots,> 200K,Separated,,
04bf673ecd0b408ce6a5e2dea3e2e1c7acc85eda26a78afb523a01b8b2c0904d,4726d581-d341-404e-b1f0-6ee94dfadfda,3c24b377-f898-4689-9340-2c78876e66cf,True,Hometown Retired,25-50K,,College Graduate,45-54
8041ba16ecb97299f80eeea550fa5a19a38ce49d5f062d683a68a4d20a7a298d,8175c538-fd6c-4007-a57b-880f2e96b40b,0225ed60-e2bb-4c3f-a870-bcd52296816f,True,Cosmopolitan Elite,75-100K,Single,Some College,
35fbfe3553655b311fbaff9d7a504a70123d5f8f23d84a7694ead5a03fe8070b,,,True,Booming with Confidence,< 25K,Domestic Partnership,College Graduate,
e35cb6b9da1ab563c18d7bfe23f242d6e929bf1b99e0f2dd608fc5afa88931e6,,4d2bc5c1-d5d3-43eb-89d6-438c41feb49e,True,Old Milltowns,75-100K,Single,High School Graduate,25-34
e5f0ead56f098fd81726a6284b443df28007cad80ffd6fb330b4c073b7a4c329,63927e41-ff6b-4bcf-a145-aa2c911115e9,,True,Salt of the Earth,150-200K,Married,Post-Graduate,35-44
9415191f2b344172aa60e643ec0542b94653cd1b0865d772a0b2ccc3bf8cc514,91736edb-547d-494c-bd69-6b56ec764882,86addef1-abfd-4291-95a9-be8aa86e0d61,True,,,Domestic Partnership,College Graduate,35-44
58e6ca163083794d28d06755284379bd5382fa6b1480304ed4dac8da25c42797,,a29dce5e-5572-4f8f-a6bb-af05a56b15e4,True,Middleburg Managers,50-75K,Widowed,Some College,
c83bf23a44809ac64a1904d3d3996bf5f89bb8edb7862781503881e6a3925fb4,0f433dec-046d-490a-bde8-92f42136cb17,2ecc3f5a-328b-4d25-b33d-aeb5f46453fd,True,New Homesteaders,100-150K,Divorced,High School Graduate,65+
71972f2df24440863fbc7f98ba687f74fd2418eeb565b20909ffb84d69a32051,,f23e3274-42e5-4182-9c58-2d35f9ddf69a,True,New Homesteaders,150-200K,Domestic Partnership,,25-34
e5408e8da932fc31f32716f29b2d29369f0234f5c2bd38aa9b8600a23338c4b8,248f0f80-e261-4ea0-bd32-f9c047eb9ab1,,True,,,Widowed,College Graduate,65+
91d60ab9e93aed6c92ff58a5d0d5be5f7551a4e5e8dbae39092f85d8b56f089b,,53bdcee9-bc88-4808-8b3e-3206fbc9d659,True,Old Milltowns,< 25K,Divorced,High School Graduate,35-44
6809f8cb9967e0f127f892cc64cfb485a3a28355c4667d42b5e44db068723c75,,6a4a5dad-eda4-4479-a30a-2ec0a753591b,True,,100-150K,Domestic Partnership,Some College,25-34
79c95ded17106791b67e4717e8f17a8fe634d15bb3fd82832b67ffb6aa596b5f,6bd47935-4a60-4211-b842-3900f0b0524f,0f55d087-8490-4d8a-b316-567e31db3ebf,True,Families in Motion,> 200K,Separated,Some College,45-54
e4d75cb99184f3d22898847cbe73926a5103933f03fcc5cd53c312ab4fb75739,1820dfe0-2b87-41a5-be5d-625798601429,610c9d00-0b4f-4c19-aa3f-7d6597418a96,True,Soccer Moms,75-100K,Single,College Graduate,
66acb2cea217d49dd54b25df89f55bdb9ff0afafdd64fabcdf8e30d912a11ed3,,5b7f6c26-3582-4213-bc1f-1b1bedc9a197,True,,25-50K,Divorced,,65+
e09932a33355bb917b23fae80122469087dbed0e826dab1faec484201511e032,9ee6c982-3063-4019-828a-cbaaa6e582b4,e635c65e-81f2-43b6-a1fb-4a89949f5d5c,True,Hometown Retired,> 200K,Married,,
