id_e,id_a,id_g,trait_marketing_consent,trait_prizm_segment,trait_income,trait_marital_status,trait_education_level,trait_age_range
8e6a08fb163c348aa4751eb7f0d41a213e3f8af8ae2f8a84f6d894bc80d2c1ee,a8c98071-9ca1-42ee-97a1-0405f8842a72,d511ba18-d67e-481b-a81c-e52c745f429c,True,Cosmopolitan Elite,75-100K,Single,,25-34
5cdb49c620c03631938369d64f7c111d2c0bd470839c98f220625a5a63dd3e73,,cfe966a6-cadc-4598-b52d-7c0ca68e6f77,True,,50-75K,Separated,Some College,18-24
bbec1ca58f0e1f7c26954f887e631423e9ef65e5f0bc4cacfab79b1e05fe84f3,04cf537d-612e-4fa4-97dc-03b1e6385cbf,5952f931-09a2-4209-809f-1ddb13c1c06a,False,Humble Beginnings,25-50K,,High School Graduate,65+
7eae2259ba092a52268a26850b3a2465bf87a1ac71afc81b4c7935787ca41500,847c7708-cec2-43f5-84cc-85631f22b758,,True,Urban Struggles,,,,25-34
e967a9c021c54e663bc75600a04b8ae18c028b820c6d55df7acf7b9b25ad924d,115def33-8d8f-44fc-b6c1-11ff863ed76b,0097bb9c-c3ec-4899-9b77-b53647715644,True,,,,Some College,65+
741d2c9b7823197280498e651d52da07bfa28ef7d9ed67d2bf7beae95730f3cb,083e56d4-9e5c-49de-b63b-fb8061d2639a,f0da07bc-b69e-4735-8d59-6cd95d9adb26,True,,,Divorced,Some College,65+
f03dc0a8cb6a3421c366a65aeb3322e02a4fe9c8392a7cbb9faff1fd8201bf4a,ccdb6298-7c66-4259-b4ca-0b9d1c757066,6f35c5b6-00b0-4389-9b7c-087864cb9dca,True,,,Divorced,Some College,55-64
7bd08834d8643067d5b23d63600749061ad63ccdec190ca3339441089c24a2f4,,,True,Thriving Boomers,25-50K,Divorced,High School Graduate,65+
61a4cd190cb3efb5c3dfe153954d85482a705e7fb0fbc877bb3898569337cf3f,ebfc516e-d436-4b1b-adcd-49d5f761b5e7,d8e043bd-04fa-4a96-93d0-176ebae56ce5,True,Urban Struggles,,,,
a99e0722227346b4884e9efab8c9eade7f3c5e4a6172bd4152ac2b6bc6f2b1d2,d8fa0019-8f38-4b31-960e-98b0d706e33d,0d9c69cc-67dc-48f8-afcb-447674ddc787,True,Promising Families,25-50K,,,
5753989f234011667a99d9bb296ac243c05999a23e080ef3265083021560b05f,413fe48c-a392-49a4-b780-a3138e65ed85,,True,Newcomer City,75-100K,,,
f5de927e823a4087de630c22f3173d0ee037e27ca18caa33f17f4ee4ac053eca,16419917-439d-42cc-b37e-cdde84870f29,,True,,50-75K,Divorced,High School Graduate,25-34
aa84db913fc0c56f86f95b1a51afca27e3a8ad9fdaba9d5b1effc5a22c70bc0d,a8ddf599-f85f-4c11-be40-6a9165a45c62,7ff4b116-86ae-4cc6-b4d7-4a0dd2f7fb69,True,,75-100K,Domestic Partnership,,55-64
410b5d5b35c22297d50f0018a54f82ff23a00463cb1f9c9d60bf939422de98c8,,cd977b67-f2da-4bc0-b7e9-dc4d4792a10b,True,Rural Oldies,25-50K,Divorced,Some College,65+
308bf0d77b78c1b34301ea55f1b9b1d12364e02917e015adee621343cdb63be1,,,True,,,Married,,55-64
a957dac968adde8777e385de1c642e18208348c14341637ae8a01591e9794359,e2f6b664-5937-432c-b672-50c159a3d986,,True,Low Income Elders,25-50K,,High School Graduate,55-64
15dc0eb13231f3330041c1ab49c7574a70aa4a61f642797f4203409d86a9b2fc,7c9efbc0-bf4a-4737-bf7a-2b4eb4e2d670,074e0a4d-24d5-4452-8683-eaf0737e7d70,True,Struggling Enclaves,,Separated,High School Graduate,
84d249409195073003daac564eabd99f7b5e5e06c68a7e5e7b1c680d09938e0e,3e86bce0-f636-4460-903e-3c1a8ba1c262,,True,,,Divorced,,65+
5238d4bdb811e96481e4dc825b05916a9e6327e1f7a6f6c96e4f45638ef7df30,c2e56896-4d2e-4560-9432-5bd8b7c0efb8,,True,,50-75K,Married,Some College,
5f2c3214d8642f810d1370d5a195bb12721fd9f09989c6150120e0ca84054e08,,e6c57679-2efb-47ac-b002-4e485c4f1284,True,,,,High School Graduate,18-24
10e978e3e34d972d7965cba0b2e846dffb607c950955431d07c19597da5efb93,,d7e76c3f-d6d0-4ee0-87df-a3098b7ed7ac,True,Blue-Collar Comfort,25-50K,,High School Graduate,55-64
3f61fd8edee5f8fb7828d7bd473d78063dfea1900faddaa2eafc7be201b790bc,,bd99d6f6-9c33-4662-ba8a-374058f8fdb2,True,Striving Urban Mix,,,High School Graduate,55-64
2c41b9d011bc28e71842637075e2a67cf4e73010172f4a18985494467d73a6d6,963ca61a-aba0-4cad-81cf-70e77d7198b3,,True,Struggling Urban Cores,25-50K,Divorced,High School Graduate,
00b340221ad566a1400936daadce44a7c61b5b04505fc66d3d55d96bde434bc1,,09b5ce06-afdb-4779-9cc5-f145b378e8c8,True,Booming with Confidence,25-50K,,,
5f5042662f0888477f61f4e44eff10dfb50ca3a4034046fac783e788b47c09eb,b809062b-44cf-42cc-b19d-b9e64a1762ad,46ca6185-cdec-4b83-9db6-b12bb3d795c8,True,Surburban Style,25-50K,Separated,Some College,
b881e2ca1096be8514ee6a61d2c8053e196ffe97803bf4ac912a4b8994091b63,,,True,Struggling Urban Cores,,Married,High School Graduate,65+
1dca3865f17c2ca97fefc8f62fcd740e06bd913bc4adcbf22df765e3980f718f,c36e2f33-4e77-4e7d-8d80-edf53ab4e731,a7bd6526-3bd8-4232-abf0-fb6a92d247a4,True,Struggling Suburbia,50-75K,,,
9f65e294850dc82df7e6a04714bb563c22818eb135d9f2033540e39e6c0e8349,,,True,,25-50K,,High School Graduate,65+
23774e98ed75f4207193f344055ba752d25b92a7ddaf1670a058a66ca3af06ea,,7e092acf-5afe-42a4-97e2-013d1a44efa2,True,Family Interlude,,,,55-64
079fabe3cfbd5d5d57c38791ac604ae02aad7c5bed97d5aca6561e8f017a9e82,,463dc5d7-98da-439e-a357-cf0a385d4240,True,,25-50K,,High School Graduate,
cdbe7cccc0d4d8bb60414a0cc4303b82f2ced7de9ad389b01c45d62c8b9f866d,,3f845d71-3d7f-4987-9ae2-aa08b4d39845,False,,,,No High School,65+
6d60151c48bcb3b05160620d4d9fdf6d2c3d3e32886ef3182a0cbe7c104d536c,,,True,Surburban Style,25-50K,Domestic Partnership,,65+
ea054040330b6ad182df6f22764f00f081886187f9f8662a71d1160361fdfba9,,,True,Young City Solos,,Divorced,,45-54
1c647d004c91e3a20e3bae79b51ed1b90d0d1fdca12b1fe3b420695fa9edd4ea,c0c0cd88-2b48-46cd-a643-9a1224db0b58,f8dbf29f-af91-41e0-a09c-41ee0b734ff7,True,Struggling Diversity,,,High School Graduate,65+
af87a19f51f28ed9f9ff2fe50d05bae7b0fd7e27be422c5be7184853db62e079,492948d5-775d-4582-a54c-d36e017166fa,f2ea7869-e8ae-4e95-b4cc-35f5ae2e8d38,False,Thriving Boomers,,Divorced,No High School,
1c3c150b60c18ebda6d93d5ab24785b8eefc2698a9d211d7f9800672ffa2916e,,fba4b3ed-a488-44e3-92d6-70cf3b71289a,True,Low Income Elders,25-50K,Divorced,Some College,
9104b561ee63b7cb60084fad4269912d7f4d480974ff478d0617712525188566,70fc909c-e0d5-4450-b28a-6c2a60b1a040,85472d6a-d3ac-483f-9d54-85c593c58f46,True,,50-75K,Divorced,,55-64
9d175b92f1fe6261e74542a1530c2603bd312e7c820164ad59cc72537d4cad44,,a563481f-dc4a-46ed-9497-dc1a385b3483,True,,,Domestic Partnership,Some College,
db597abc24a6facfd24ebc78da09608969aaf98ccdeef776c9312c51ce8b437b,0a1e77ba-a5ef-4244-b7c3-66de470e2d32,9e05635a-2450-4e75-b14d-f26f1590333a,True,Family Union,25-50K,Divorced,,55-64
45515fd8302b52215f8ceef996c5660529bfe27d5955f27e6608ef4504f77445,,19b2e921-52cc-4a9a-b972-df4577721d48,True,,25-50K,Separated,,
b6e523c79f780659f2bdd2b1c137b8e40877597b788c77015d8c0756ebfde165,45500c7a-f553-47a3-b4a5-275a00e51d58,445baeaf-4c63-4bdb-998a-b65218916ab2,True,Rural Oldies,50-75K,Separated,Some College,18-24
f2b1a3326836af85f203c4ebf70004a59eb5f6ad6ee75a15cf08a2c12c6b129c,388bd6c2-487f-4382-b8e6-8d22d5f437b4,be7b66b8-858f-4017-b39c-a63ba16f4a47,True,,25-50K,Domestic Partnership,High School Graduate,55-64
dbf0c61b90e105298668a0d05a4a47f13cc6ffa8c99f70895629ee617064d68a,04e172ec-3ad9-4500-a672-fada858d7d87,f961d252-2380-47ee-8342-812a2102539b,True,Family Staples,75-100K,Divorced,,
48faedeed8aa98c5c360f54cc64bb7ca72a891eaa75ed813ca1c4544d7b1057c,,61627e0e-f916-49e2-9c06-8b17b324ecb5,True,Asian Sophisticates,< 25K,Divorced,,55-64
fce79aed97fc560e4c0b2e044477e3ee9cdd1fabf8f726d18bc1f7b5a4f8f0c5,3efb79bc-311a-41ff-ac33-9f347fffde05,0323b75c-efee-411d-a0c1-27be173c53b3,True,Family Union,100-150K,,Some College,
dbe180d9c3ae5f03756061c897e6c6018848eca9ae9da507c9e8cd0fe53590de,1e816206-ce84-4f64-87d6-caac838e4a93,,True,,,Divorced,High School Graduate,
4b36fcecc8960ce05dca75c24937e2a1b25e0ce3e062181c9bf8d94e31719b5c,0c36af42-987f-41b2-b01d-e05127b28d6c,8626e8dd-dac4-4066-a321-d89fbe4dc988,True,Cultural Connections,25-50K,,High School Graduate,65+
52c0c448d7ff2be77bc8d091c5d0672fa8e89921cf16bf7cb5ce82e662293a9b,eee08d95-2493-4b6a-8612-112c3c050072,,True,,,Divorced,Some College,55-64
8318650a76c3e4157b1fd59639583384ccdc2f3b2e7b4fb9ac984692b6596caa,605a1f2a-cacb-4cba-b725-3d52d13989a2,fec15cce-9f0a-4f10-906e-9e71effe1f03,True,Post-Industrial Strugglers,25-50K,Divorced,High School Graduate,
5ac244099108429db98c3753530059f6388fef6a23be95fd8a1fc202ddcd2338,24c37404-3dc1-4fbc-b8b0-c9afccf2e52a,8b9d198d-e416-46e8-a418-25697e1d2bed,True,Striving Urban Mix,,,Post-Graduate,
4e69c54e97cf06ccde17c8ff09e31acf56a3c12051fd0b1acb803531f2f72339,,,True,Urban Struggles,25-50K,Divorced,High School Graduate,
9fa96f5846a7520d4d36bf108e19af2dfbb5b41b7ae54e95991edc3d70eec424,,aa3cfb65-ea37-4f26-a76d-ff73658eb2f6,True,,,,High School Graduate,55-64
2c330ac2b00524d85fb060371b3390e62eb494e8c4529a81fd6a05b3bd1099b0,,bd43e06f-8705-4128-87a2-5535c8c9ace9,True,High Rise Renters,100-150K,Divorced,High School Graduate,
404bcf806dd342ff64faf3febad9b462e655ff9930d4701ff6ddb9d981fd7c7c,4853c055-7fae-4ce4-8d91-11c9109916c2,,True,Hardship Elders,50-75K,,,18-24
3e4abda2137dcc6ac7b5f65a7835ad92cbfae42f6fe40f38cd656115a0e1fb5f,,64d9f23e-e983-467f-8094-c2ff54d5c0d8,True,Making Ends Meet,25-50K,,High School Graduate,
fe2b67292d9d87f0a6819d148b34fb38972457f8c540acaa4e540d0b418b418d,25a8efe7-13ab-4a8f-929f-955bf1144d05,4f152027-d4b6-4d23-a393-a9e259df289a,True,Suburban Discomfort,25-50K,,,18-24
204b03b1a81f7a8709658f5d68d3f3c456d5e3c551518e4495c2a7bae3f04134,8bc7f20a-bc42-46a8-8f4a-6df7bef9b3a4,aea35bea-f312-4d77-b77d-5678dfe48133,True,Rural Oldies,,Domestic Partnership,,25-34
a98df0b78d50695ce26db8df21a4a234a37000893a0b646ab90e682128796b8e,aa0ec160-6b56-4ab0-ba1a-7a44f3e89ab5,,True,Blue-Collar Comfort,50-75K,,,
405b5fbfe08b2c9dc9ac92e3dea151aa66042623a53bec2750a5528302bba030,437f474a-7984-4c9b-be66-76434a3a3145,269b728e-19f6-4e36-88d5-cbe851a0e541,True,,50-75K,Divorced,High School Graduate,
a75de354c3460784ddae98e4c4d6b40e1f67023b79a8c1a36c5a268edc780b3b,99b995b9-5a52-4a6d-9ba5-d30c967a6542,15c3436f-37f0-436d-9088-3386fe37e561,True,Asian Sophisticates,25-50K,,,18-24
44ada2e978db2d5cb7ccd4b17b5263ee74d25ef330056767830e55f18c89fade,d3b2e97e-d402-40db-b5a2-1bbf8ba4f14c,b55ba836-e61d-4a84-9a79-3f9825ba913b,True,Enduring Seniors,25-50K,Divorced,Some College,65+
e9a1082b278661ebb7b2e4acb4868b8edc995bfccc67e28ebd220aa645c5a12b,,168b969c-e9ba-4fbb-b3ed-f1be2fda563c,True,Hardship Elders,100-150K,Separated,,
f88dd488157e77dbaedd6ae7f5d4c3cbd3acb1320bcf63d29509378caf1861bb,e85fc0a8-d31e-4c37-970f-25ad4d8e8927,93835829-febd-4bb5-b7a8-46d754a9384e,True,Modest Metro Means,50-75K,,High School Graduate,35-44
bcc49fc6871b5f683528de9e38886abeedc59e5477964dd65aa6b90b76006d6c,3a41464d-bc47-40d3-bc3a-41a88fef3898,,True,Family Thriving,50-75K,,No High School,55-64
735c8e7a6cec7e37e40952772dbc92be1e943869979210fd831d4d05f35b4702,,d025dbcf-c211-4563-8411-713763caeae8,True,,75-100K,Separated,No High School,18-24
0fde582bc53ca73678f723923d5dacd5985fb736edb9ac9f97405131fdd5dc29,,af1dd682-b719-4239-aa9a-fca82482b65e,True,Asian Sophisticates,50-75K,Divorced,,
bacfa663b3f4f446102fb8d50c767b7e1a2d7d104ffd838e5b36dd57b88debcf,,47d07b53-6d7a-457f-b1ea-81cffdf3c1ef,True,Asian Sophisticates,25-50K,,Some College,
d9deeef06a1f585b028abce8f4ab4a9756e60634a62a37778f642bdc03e013f2,,afff74c1-db35-42e4-86c9-80ec7841a636,True,Hardship Elders,50-75K,Domestic Partnership,High School Graduate,65+
23c80eebf7ab4353383c35b0bb43e4c6c7503e3d289b23132f1819adba58c7ef,4598c344-9e22-4524-b808-7af18f7a22b9,,True,Family Interlude,75-100K,Divorced,No High School,55-64
02a1ec9511eb858d1d4ab0538d42889a7c7ba73f53fd200feed699a35bf8dc27,e421025a-99ec-485f-b05e-242d71df0855,bd35c787-d9a9-4b8a-ab4c-adb15b3c3d08,True,High Rise Renters,100-150K,,,25-34
98385a5988ebc6392430e4aa5a79e5e3b34b1ef090f888b3928a61ff895994c0,1897e1ff-4a9b-4583-a3c4-eddf11c757cd,e65633f5-8764-44c4-b527-3aecd68085a8,True,,25-50K,,High School Graduate,
e14eb69e318372847e43f13ac1e88fa6c67f5a0c6ba8e3e50ee0bcd8a566e14d,,565ebde9-076a-4583-958c-404ac55b6766,True,Family Union,,Divorced,,18-24
959618d94cda2391d746463390107873de891d0999e2ba155a407b1b56498fa4,00249fce-3204-44fb-bd40-e1d470ad7191,,True,Suburban Discomfort,25-50K,Divorced,No High School,55-64
865c4dd20427a134c6a6637f1d2c905077b7d7380cd8e029c4a358e222f91b43,55fece04-4ecc-4e4e-8bdc-f3549eb10982,3c5cbf5c-b563-48e2-802e-5701f08481ea,True,Asian Sophisticates,,,,
939245cca5eea415f7b50d4b2a0e142e9a4df79267285ae82be83ca9daf1a224,d26db030-8a86-429a-8834-02086c4922d7,,True,City Startups,25-50K,Divorced,High School Graduate,55-64
bf1b2d0691838d481344dc1bea72a5f56aae3464f615bf5546e2a70cf3962453,a7ac9065-ec1d-4231-8444-42811b34cbca,c76c9918-5640-4135-9c60-e7f293ce4cc2,True,,,Divorced,No High School,
661a31ab588f3bfa4ed3b05fdfddfcfbaaba82762db45f06f68f8ad74a50cfd7,875861a5-0f76-460d-9e55-d06d39476701,4bd61006-cc6a-4204-91c6-396588f839aa,True,,> 200K,Divorced,,
9c9459eda497abc0ce0da2e89c54b6576b2acfc79615c843ba10a0b0d92e04f8,a721b999-ec4c-4943-9ba0-5cf8eb534fe1,,True,Newcomer City,,Separated,,
262a7e146f2a8cab1b253668024f3cde582a0b3017ec32975c7002dd68c14df4,70b7f8c3-447d-4aa8-a59a-ff1612c91e72,9638a969-2166-4504-ba52-0f970a4f02e6,True,Suburban Striving,50-75K,,,35-44
d30becc7e0432186107c61522ac921598cfd61407a4dd22a2961e78a46d13646,,ed7d5dde-0549-423e-902b-fdf1dcaf2288,False,,25-50K,,High School Graduate,
94ca6f6ca2c81dd7c9b5eb8ced77fb1f20a498fc18e944d8c7861481da783577,21d87d9c-d344-4d76-80ba-d77f49cb6a0a,5612292a-cd30-4c90-837a-59f8811cfb87,True,Post-Industrial Strugglers,25-50K,,Some College,18-24
8b3de1e8e31c1ddbea19c292bf7b50f7445856a454b0e3c35722236229581655,bb784871-31f5-4b08-98db-6134d828a878,,True,,100-150K,Divorced,Some College,
53fc82ba2d40bf77d091b562c2a2b614db19969eb8cdea2b21139805bf45144f,,,True,,50-75K,Separated,,55-64
99239bb99c6ad452e515d0d860ce76446c10ebcafe9bfb64c5ec1bab1bdad0ad,,d218f5df-7722-443e-8a2c-345da5025b76,True,Tough Start,50-75K,Divorced,High School Graduate,25-34
